symbol,price,timestamp
CBA,47.4931,2016-06-15
CCJ,10.3322,2016-06-15
CHC,3.447,2016-06-15
CME,65.9106,2016-06-15
CSL,96.6385,2016-06-15
DXS,5.1941,2016-06-15
EQIX,309.9328,2016-06-15
FTNT,6.812,2016-06-15
GNE,1.0767,2016-06-15
GOOG,35.6784,2016-06-15
GOOGL,36.335,2016-06-15
IAA,47.8014,2016-06-15
IEU,38.391,2016-06-15
IFRA,12.5868,2016-06-15
IOO,40.8511,2016-06-15
IVV,16.2724,2016-06-15
IXI,50.7712,2016-06-15
MA,88.1129,2016-06-15
MAQ,10.843,2016-06-15
META,113.805,2016-06-15
MOAT,33.7927,2016-06-15
MSFT,44.0771,2016-06-15
NAB,14.9699,2016-06-15
NDQ,8.607,2016-06-15
NVDA,1.1624,2016-06-15
NWH,0.1546,2016-06-15
RMD,7.2729,2016-06-15
SDF,1.5591,2016-06-15
SHL,15.6512,2016-06-15
STW,31.86,2016-06-15
TCL,7.634,2016-06-15
TLS,3.5365,2016-06-15
TSM,20.2706,2016-06-15
VAE,35.9011,2016-06-15
VAP,52.3972,2016-06-15
VEU,41.23,2016-06-15
WBC,17.2207,2016-06-15
WDS,14.882,2016-06-15
WES,17.3555,2016-06-15
WTC,4.1931,2016-06-15
AGL,11.5744,2016-06-16
ALX,2.8197,2016-06-16
AMAT,21.2954,2016-06-16
AMD,4.75,2016-06-16
AMZN,35.8755,2016-06-16
ANZ,14.2289,2016-06-16
ASX,31.969,2016-06-16
AUB,7.1329,2016-06-16
AVGO,12.3778,2016-06-16
AX1,0.8006,2016-06-16
AZJ,2.7569,2016-06-16
AZN,21.0257,2016-06-16
CBA,47.23,2016-06-16
CCJ,10.323,2016-06-16
CHC,3.4883,2016-06-16
CME,66.5965,2016-06-16
CSL,96.5149,2016-06-16
DXS,5.3067,2016-06-16
EQIX,314.3973,2016-06-16
FTNT,6.674,2016-06-16
GNE,1.0849,2016-06-16
GOOG,35.2536,2016-06-16
GOOGL,35.9409,2016-06-16
IAA,46.9952,2016-06-16
IEU,38.3758,2016-06-16
IFRA,12.442,2016-06-16
IOO,40.539,2016-06-16
IVV,16.1513,2016-06-16
IXI,50.6438,2016-06-16
MA,88.8115,2016-06-16
MAQ,11.0747,2016-06-16
META,113.5965,2016-06-16
MOAT,33.4749,2016-06-16
MSFT,44.6981,2016-06-16
NAB,14.85,2016-06-16
NDQ,8.4517,2016-06-16
NVDA,1.1671,2016-06-16
NWH,0.1582,2016-06-16
RMD,7.1646,2016-06-16
SDF,1.5669,2016-06-16
SHL,15.381,2016-06-16
STW,31.8275,2016-06-16
TCL,7.6405,2016-06-16
TLS,3.5767,2016-06-16
TSM,20.2863,2016-06-16
VAE,35.6299,2016-06-16
VAP,52.6809,2016-06-16
VEU,41.1277,2016-06-16
WBC,17.1302,2016-06-16
WDS,14.8079,2016-06-16
WES,17.2733,2016-06-16
WTC,4.0655,2016-06-16
AGL,11.5744,2016-06-17
ALX,2.8366,2016-06-17
AMAT,21.0617,2016-06-17
AMD,5.26,2016-06-17
AMZN,35.3195,2016-06-17
ANZ,14.3338,2016-06-17
ASX,32.2603,2016-06-17
AUB,7.3939,2016-06-17
AVGO,12.1726,2016-06-17
AX1,0.8513,2016-06-17
AZJ,2.769,2016-06-17
AZN,20.9876,2016-06-17
CBA,47.3813,2016-06-17
CCJ,10.2862,2016-06-17
CHC,3.5228,2016-06-17
CME,65.8476,2016-06-17
CSL,96.047,2016-06-17
DXS,5.2534,2016-06-17
EQIX,311.9985,2016-06-17
FTNT,6.668,2016-06-17
GNE,1.0739,2016-06-17
GOOG,34.3285,2016-06-17
GOOGL,34.9484,2016-06-17
IAA,47.3291,2016-06-17
IEU,38.9957,2016-06-17
IFRA,12.5072,2016-06-17
IOO,40.9988,2016-06-17
IVV,16.3097,2016-06-17
IXI,51.2383,2016-06-17
MA,88.0657,2016-06-17
MAQ,11.121,2016-06-17
META,112.236,2016-06-17
MOAT,33.5039,2016-06-17
MSFT,44.4674,2016-06-17
NAB,15.0058,2016-06-17
NDQ,8.5498,2016-06-17
NVDA,1.1467,2016-06-17
NWH,0.1654,2016-06-17
RMD,7.1646,2016-06-17
SDF,1.5669,2016-06-17
SHL,15.2714,2016-06-17
STW,31.9315,2016-06-17
TCL,7.6405,2016-06-17
TLS,3.5566,2016-06-17
TSM,20.2785,2016-06-17
VAE,35.8554,2016-06-17
VAP,52.7566,2016-06-17
VEU,41.5298,2016-06-17
WBC,17.293,2016-06-17
WDS,14.7851,2016-06-17
WES,17.2215,2016-06-17
WTC,4.0164,2016-06-17
AGL,11.5312,2016-06-20
ALX,2.8985,2016-06-20
AMAT,21.2415,2016-06-20
AMD,5.1,2016-06-20
AMZN,35.7005,2016-06-20
ANZ,14.7226,2016-06-20
ASX,32.8793,2016-06-20
AUB,7.5316,2016-06-20
AVGO,12.2452,2016-06-20
AX1,0.8364,2016-06-20
AZJ,2.7991,2016-06-20
AZN,21.6268,2016-06-20
CBA,48.8087,2016-06-20
CCJ,10.3046,2016-06-20
CHC,3.5504,2016-06-20
CME,65.8056,2016-06-20
CSL,95.429,2016-06-20
DXS,5.3126,2016-06-20
EQIX,311.4404,2016-06-20
FTNT,6.708,2016-06-20
GNE,1.0629,2016-06-20
GOOG,34.4273,2016-06-20
GOOGL,35.0417,2016-06-20
IAA,47.5571,2016-06-20
IEU,40.137,2016-06-20
IFRA,12.6953,2016-06-20
IOO,41.2223,2016-06-20
IVV,16.2483,2016-06-20
IXI,51.3425,2016-06-20
MA,89.0663,2016-06-20
MAQ,10.8059,2016-06-20
META,112.5836,2016-06-20
MOAT,33.3925,2016-06-20
MSFT,44.4142,2016-06-20
NAB,15.4313,2016-06-20
NDQ,8.4354,2016-06-20
NVDA,1.1674,2016-06-20
NWH,0.1546,2016-06-20
RMD,7.1737,2016-06-20
SDF,1.6056,2016-06-20
SHL,15.1984,2016-06-20
STW,32.5232,2016-06-20
TCL,7.6015,2016-06-20
TLS,3.5968,2016-06-20
TSM,20.6864,2016-06-20
VAE,35.9505,2016-06-20
VAP,52.8953,2016-06-20
VEU,42.3926,2016-06-20
WBC,17.7756,2016-06-20
WDS,15.6632,2016-06-20
WES,17.563,2016-06-20
WTC,4.1048,2016-06-20
AGL,11.5559,2016-06-21
ALX,2.9548,2016-06-21
AMAT,21.4212,2016-06-21
AMD,5.45,2016-06-21
AMZN,35.791,2016-06-21
ANZ,14.9632,2016-06-21
ASX,32.974,2016-06-21
AUB,7.4446,2016-06-21
AVGO,12.1578,2016-06-21
AX1,0.8723,2016-06-21
AZJ,2.8293,2016-06-21
AZN,21.7942,2016-06-21
CBA,49.3876,2016-06-21
CCJ,10.2678,2016-06-21
CHC,3.5779,2016-06-21
CME,65.4277,2016-06-21
CSL,96.1353,2016-06-21
DXS,5.3126,2016-06-21
EQIX,316.1048,2016-06-21
FTNT,6.752,2016-06-21
GNE,1.0684,2016-06-21
GOOG,34.538,2016-06-21
GOOGL,35.1782,2016-06-21
IAA,47.9968,2016-06-21
IEU,40.1446,2016-06-21
IFRA,12.6736,2016-06-21
IOO,41.294,2016-06-21
IVV,16.251,2016-06-21
IXI,51.1572,2016-06-21
MA,89.7838,2016-06-21
MAQ,10.8059,2016-06-21
META,113.5866,2016-06-21
MOAT,33.3521,2016-06-21
MSFT,45.4077,2016-06-21
NAB,15.3834,2016-06-21
NDQ,8.4272,2016-06-21
NVDA,1.1602,2016-06-21
NWH,0.151,2016-06-21
RMD,7.3632,2016-06-21
SDF,1.6134,2016-06-21
SHL,15.527,2016-06-21
STW,32.6142,2016-06-21
TCL,7.7055,2016-06-21
TLS,3.5834,2016-06-21
TSM,20.859,2016-06-21
VAE,36.1971,2016-06-21
VAP,53.1727,2016-06-21
VEU,42.4291,2016-06-21
WBC,17.9022,2016-06-21
WDS,15.1101,2016-06-21
WES,17.55,2016-06-21
WTC,4.1048,2016-06-21
AGL,11.5312,2016-06-22
ALX,2.9323,2016-06-22
AMAT,21.5471,2016-06-22
AMD,5.02,2016-06-22
AMZN,35.53,2016-06-22
ANZ,15.0558,2016-06-22
ASX,33.2361,2016-06-22
AUB,7.4011,2016-06-22
AVGO,12.1055,2016-06-22
AX1,0.8842,2016-06-22
AZJ,2.8293,2016-06-22
AZN,21.8399,2016-06-22
CBA,49.381,2016-06-22
CCJ,10.2494,2016-06-22
CHC,3.5779,2016-06-22
CME,65.8196,2016-06-22
CSL,95.8881,2016-06-22
DXS,5.3481,2016-06-22
EQIX,316.2214,2016-06-22
FTNT,6.666,2016-06-22
GNE,1.0656,2016-06-22
GOOG,34.6134,2016-06-22
GOOGL,35.2571,2016-06-22
IAA,48.1289,2016-06-22
IEU,40.4657,2016-06-22
IFRA,12.6374,2016-06-22
IOO,41.4212,2016-06-22
IVV,16.2089,2016-06-22
IXI,51.3035,2016-06-22
MA,88.7926,2016-06-22
MAQ,11.0747,2016-06-22
META,113.1198,2016-06-22
MOAT,33.4068,2016-06-22
MSFT,45.2303,2016-06-22
NAB,15.3534,2016-06-22
NDQ,8.4109,2016-06-22
NVDA,1.1593,2016-06-22
NWH,0.1546,2016-06-22
RMD,7.4985,2016-06-22
SDF,1.6134,2016-06-22
SHL,15.4175,2016-06-22
STW,32.6012,2016-06-22
TCL,7.6535,2016-06-22
TLS,3.6035,2016-06-22
TSM,20.8198,2016-06-22
VAE,36.2058,2016-06-22
VAP,53.4627,2016-06-22
VEU,42.6265,2016-06-22
WBC,17.8962,2016-06-22
WDS,15.0531,2016-06-22
WES,17.4376,2016-06-22
WTC,4.1244,2016-06-22
AGL,11.5312,2016-06-23
ALX,2.9267,2016-06-23
AMAT,22.0415,2016-06-23
AMD,5.21,2016-06-23
AMZN,36.104,2016-06-23
ANZ,15.0804,2016-06-23
ASX,33.2507,2016-06-23
AUB,7.3648,2016-06-23
AVGO,12.377,2016-06-23
AX1,0.8782,2016-06-23
AZJ,2.8474,2016-06-23
AZN,22.2889,2016-06-23
CBA,49.3481,2016-06-23
CCJ,10.5068,2016-06-23
CHC,3.5159,2016-06-23
CME,67.2963,2016-06-23
CSL,96.2589,2016-06-23
DXS,5.354,2016-06-23
EQIX,321.0357,2016-06-23
FTNT,6.864,2016-06-23
GNE,1.0656,2016-06-23
GOOG,34.8323,2016-06-23
GOOGL,35.4755,2016-06-23
IAA,47.6708,2016-06-23
IEU,40.4118,2016-06-23
IFRA,12.6736,2016-06-23
IOO,41.2415,2016-06-23
IVV,16.1161,2016-06-23
IXI,51.0892,2016-06-23
MA,90.3502,2016-06-23
MAQ,10.843,2016-06-23
META,114.2817,2016-06-23
MOAT,33.2327,2016-06-23
MSFT,46.0464,2016-06-23
NAB,15.3295,2016-06-23
NDQ,8.3782,2016-06-23
NVDA,1.1902,2016-06-23
NWH,0.151,2016-06-23
RMD,7.5346,2016-06-23
SDF,1.6134,2016-06-23
SHL,15.5855,2016-06-23
STW,32.6727,2016-06-23
TCL,7.712,2016-06-23
TLS,3.5767,2016-06-23
TSM,21.0316,2016-06-23
VAE,36.2771,2016-06-23
VAP,53.5257,2016-06-23
VEU,42.5827,2016-06-23
WBC,17.8841,2016-06-23
WDS,15.1671,2016-06-23
WES,17.6365,2016-06-23
WTC,4.3699,2016-06-23
AGL,11.34,2016-06-24
ALX,2.8197,2016-06-24
AMAT,20.8819,2016-06-24
AMD,4.88,2016-06-24
AMZN,34.948,2016-06-24
ANZ,14.4634,2016-06-24
ASX,32.1511,2016-06-24
AUB,7.3576,2016-06-24
AVGO,11.6045,2016-06-24
AX1,0.8454,2016-06-24
AZJ,2.8715,2016-06-24
AZN,21.2007,2016-06-24
CBA,47.7365,2016-06-24
CCJ,9.9645,2016-06-24
CHC,3.4607,2016-06-24
CME,67.8282,2016-06-24
CSL,94.2459,2016-06-24
DXS,5.3244,2016-06-24
EQIX,313.1396,2016-06-24
FTNT,6.382,2016-06-24
GNE,1.0574,2016-06-24
GOOG,33.5097,2016-06-24
GOOGL,34.0031,2016-06-24
IAA,47.3191,2016-06-24
IEU,35.9584,2016-06-24
IFRA,12.3769,2016-06-24
IOO,39.3335,2016-06-24
IVV,15.7724,2016-06-24
IXI,49.776,2016-06-24
MA,86.3476,2016-06-24
MAQ,10.6576,2016-06-24
META,111.3025,2016-06-24
MOAT,33.0133,2016-06-24
MSFT,44.2013,2016-06-24
NAB,14.7482,2016-06-24
NDQ,8.1738,2016-06-24
NVDA,1.1224,2016-06-24
NWH,0.1438,2016-06-24
RMD,7.4895,2016-06-24
SDF,1.5513,2016-06-24
SHL,15.2568,2016-06-24
STW,31.6129,2016-06-24
TCL,7.5429,2016-06-24
TLS,3.5834,2016-06-24
TSM,20.1451,2016-06-24
VAE,34.8519,2016-06-24
VAP,52.4855,2016-06-24
VEU,40.2137,2016-06-24
WBC,17.094,2016-06-24
WDS,14.6938,2016-06-24
WES,16.9708,2016-06-24
WTC,4.3601,2016-06-24
AGL,11.6484,2016-06-27
ALX,2.8479,2016-06-27
AMAT,20.0369,2016-06-27
AMD,4.72,2016-06-27
AMZN,34.568,2016-06-27
ANZ,14.3585,2016-06-27
ASX,32.2239,2016-06-27
AUB,7.2779,2016-06-27
AVGO,11.2074,2016-06-27
AX1,0.8364,2016-06-27
AZJ,2.8534,2016-06-27
AZN,21.2692,2016-06-27
CBA,47.8878,2016-06-27
CCJ,9.8358,2016-06-27
CHC,3.5159,2016-06-27
CME,65.0638,2016-06-27
CSL,96.0735,2016-06-27
DXS,5.4784,2016-06-27
EQIX,309.1498,2016-06-27
FTNT,5.994,2016-06-27
GNE,1.118,2016-06-27
GOOG,33.1643,2016-06-27
GOOGL,33.8016,2016-06-27
IAA,46.8611,2016-06-27
IEU,36.9678,2016-06-27
IFRA,12.2321,2016-06-27
IOO,39.68,2016-06-27
IVV,15.7989,2016-06-27
IXI,49.8578,2016-06-27
MA,84.082,2016-06-27
MAQ,10.9356,2016-06-27
META,108.2141,2016-06-27
MOAT,32.3701,2016-06-27
MSFT,42.9595,2016-06-27
NAB,14.6882,2016-06-27
NDQ,8.1984,2016-06-27
NVDA,1.1104,2016-06-27
NWH,0.1402,2016-06-27
RMD,7.4714,2016-06-27
SDF,1.5436,2016-06-27
SHL,15.2714,2016-06-27
STW,31.769,2016-06-27
TCL,7.7445,2016-06-27
TLS,3.6638,2016-06-27
TSM,20.1221,2016-06-27
VAE,35.2809,2016-06-27
VAP,53.2672,2016-06-27
VEU,40.0602,2016-06-27
WBC,17.1181,2016-06-27
WDS,14.7395,2016-06-27
WES,16.9492,2016-06-27
WTC,4.3208,2016-06-27
AGL,11.6545,2016-06-28
ALX,2.7691,2016-06-28
AMAT,20.6212,2016-06-28
AMD,5.12,2016-06-28
AMZN,35.3975,2016-06-28
ANZ,14.3708,2016-06-28
ASX,32.0855,2016-06-28
AUB,7.1764,2016-06-28
AVGO,11.6865,2016-06-28
AX1,0.8274,2016-06-28
AZJ,2.8353,2016-06-28
AZN,22.1367,2016-06-28
CBA,48.0851,2016-06-28
CCJ,9.758,2016-06-28
CHC,3.5159,2016-06-28
CME,65.9386,2016-06-28
CSL,95.3054,2016-06-28
DXS,5.4607,2016-06-28
EQIX,314.0391,2016-06-28
FTNT,6.026,2016-06-28
GNE,1.0794,2016-06-28
GOOG,33.7489,2016-06-28
GOOGL,34.3038,2016-06-28
IAA,47.0983,2016-06-28
IEU,36.8522,2016-06-28
IFRA,12.471,2016-06-28
IOO,39.4875,2016-06-28
IVV,15.7343,2016-06-28
IXI,50.6956,2016-06-28
MA,85.3564,2016-06-28
MAQ,10.982,2016-06-28
META,111.9182,2016-06-28
MOAT,31.9086,2016-06-28
MSFT,43.8554,2016-06-28
NAB,14.7601,2016-06-28
NDQ,8.133,2016-06-28
NVDA,1.1266,2016-06-28
NWH,0.1438,2016-06-28
RMD,7.2459,2016-06-28
SDF,1.5048,2016-06-28
SHL,15.3591,2016-06-28
STW,31.5544,2016-06-28
TCL,7.751,2016-06-28
TLS,3.6236,2016-06-28
TSM,20.4131,2016-06-28
VAE,35.55,2016-06-28
VAP,53.2483,2016-06-28
VEU,40.3015,2016-06-28
WBC,17.2026,2016-06-28
WDS,14.6996,2016-06-28
WES,17.014,2016-06-28
WTC,4.2422,2016-06-28
AGL,11.6915,2016-06-29
ALX,2.8422,2016-06-29
AMAT,21.1785,2016-06-29
AMD,5.13,2016-06-29
AMZN,35.78,2016-06-29
ANZ,14.5621,2016-06-29
ASX,32.7701,2016-06-29
AUB,7.2561,2016-06-29
AVGO,12.0946,2016-06-29
AX1,0.8364,2016-06-29
AZJ,2.8414,2016-06-29
AZN,22.715,2016-06-29
CBA,48.3219,2016-06-29
CCJ,9.9895,2016-06-29
CHC,3.5556,2016-06-29
CME,67.2473,2016-06-29
CSL,95.6674,2016-06-29
DXS,5.4634,2016-06-29
EQIX,321.5272,2016-06-29
FTNT,6.22,2016-06-29
GNE,1.1069,2016-06-29
GOOG,33.9509,2016-06-29
GOOGL,34.4988,2016-06-29
IAA,47.9735,2016-06-29
IEU,37.615,2016-06-29
IFRA,12.6953,2016-06-29
IOO,40.2618,2016-06-29
IVV,15.9932,2016-06-29
IXI,51.2372,2016-06-29
MA,86.9707,2016-06-29
MAQ,10.982,2016-06-29
META,113.3681,2016-06-29
MOAT,32.1583,2016-06-29
MSFT,44.8311,2016-06-29
NAB,14.8261,2016-06-29
NDQ,8.2801,2016-06-29
NVDA,1.145,2016-06-29
NWH,0.151,2016-06-29
RMD,7.4083,2016-06-29
SDF,1.5203,2016-06-29
SHL,15.3591,2016-06-29
STW,31.8203,2016-06-29
TCL,7.7179,2016-06-29
TLS,3.6705,2016-06-29
TSM,20.8494,2016-06-29
VAE,36.3571,2016-06-29
VAP,53.7212,2016-06-29
VEU,40.9449,2016-06-29
WBC,17.3714,2016-06-29
WDS,14.882,2016-06-29
WES,17.135,2016-06-29
WTC,4.3208,2016-06-29
AGL,11.895,2016-06-30
ALX,2.9154,2016-06-30
AMAT,21.5471,2016-06-30
AMD,5.14,2016-06-30
AMZN,35.781,2016-06-30
ANZ,14.883,2016-06-30
ASX,33.3235,2016-06-30
AUB,7.3214,2016-06-30
AVGO,12.1258,2016-06-30
AX1,0.8842,2016-06-30
AZJ,2.9077,2016-06-30
AZN,22.9738,2016-06-30
CBA,48.9205,2016-06-30
CCJ,10.1561,2016-06-30
CHC,3.5839,2016-06-30
CME,68.1641,2016-06-30
CSL,99.0399,2016-06-30
DXS,5.4634,2016-06-30
EQIX,322.9515,2016-06-30
FTNT,6.318,2016-06-30
GNE,1.129,2016-06-30
GOOG,34.3474,2016-06-30
GOOGL,34.9127,2016-06-30
IAA,48.9747,2016-06-30
IEU,39.2689,2016-06-30
IFRA,12.7677,2016-06-30
IOO,40.5613,2016-06-30
IVV,16.1403,2016-06-30
IXI,52.6506,2016-06-30
MA,83.1286,2016-06-30
MAQ,10.9727,2016-06-30
META,113.4873,2016-06-30
MOAT,32.8544,2016-06-30
MSFT,45.3899,2016-06-30
NAB,15.2396,2016-06-30
NDQ,8.3455,2016-06-30
NVDA,1.1539,2016-06-30
NWH,0.151,2016-06-30
RMD,7.4895,2016-06-30
SDF,1.532,2016-06-30
SHL,15.7388,2016-06-30
STW,32.3298,2016-06-30
TCL,7.95,2016-06-30
TLS,3.724,2016-06-30
TSM,21.1969,2016-06-30
VAE,36.9315,2016-06-30
VAP,54.2192,2016-06-30
VEU,41.9779,2016-06-30
WBC,17.7334,2016-06-30
WDS,15.304,2016-06-30
WES,17.3339,2016-06-30
WTC,4.3503,2016-06-30
AGL,12.0369,2016-07-01
ALX,2.8873,2016-07-01
AMAT,21.4752,2016-07-01
AMD,5.07,2016-07-01
AMZN,36.284,2016-07-01
ANZ,14.7781,2016-07-01
ASX,33.6221,2016-07-01
AUB,7.2706,2016-07-01
AVGO,12.0337,2016-07-01
AX1,0.8723,2016-07-01
AZJ,2.8836,2016-07-01
AZN,23.1488,2016-07-01
CBA,48.5653,2016-07-01
CCJ,10.1191,2016-07-01
CHC,3.6689,2016-07-01
CME,67.4153,2016-07-01
CSL,98.6691,2016-07-01
DXS,5.5967,2016-07-01
EQIX,322.2435,2016-07-01
FTNT,6.336,2016-07-01
GNE,1.14,2016-07-01
GOOG,34.7002,2016-07-01
GOOGL,35.2462,2016-07-01
IAA,49.2049,2016-07-01
IEU,39.7189,2016-07-01
IFRA,13.0366,2016-07-01
IOO,41.002,2016-07-01
IVV,16.2643,2016-07-01
IXI,53.3081,2016-07-01
MA,83.8744,2016-07-01
MAQ,11.121,2016-07-01
META,113.3979,2016-07-01
MOAT,33.1823,2016-07-01
MSFT,45.3811,2016-07-01
NAB,15.1437,2016-07-01
NDQ,8.3926,2016-07-01
NVDA,1.1453,2016-07-01
NWH,0.1582,2016-07-01
RMD,7.5978,2016-07-01
SDF,1.5203,2016-07-01
SHL,15.5782,2016-07-01
STW,32.515,2016-07-01
TCL,7.9301,2016-07-01
TLS,3.7374,2016-07-01
TSM,21.4394,2016-07-01
VAE,37.2277,2016-07-01
VAP,54.746,2016-07-01
VEU,42.3481,2016-07-01
WBC,17.661,2016-07-01
WDS,15.1899,2016-07-01
WES,17.3685,2016-07-01
WTC,4.4583,2016-07-01
AGL,12.2095,2016-07-04
ALX,2.9773,2016-07-04
ANZ,14.6547,2016-07-04
ASX,33.7677,2016-07-04
AUB,7.2706,2016-07-04
AX1,1.0843,2016-07-04
AZJ,2.9741,2016-07-04
CBA,48.2693,2016-07-04
CHC,3.7326,2016-07-04
CSL,99.2341,2016-07-04
DXS,5.6452,2016-07-04
GNE,1.14,2016-07-04
IAA,49.6572,2016-07-04
IEU,39.8927,2016-07-04
IFRA,13.0805,2016-07-04
IOO,41.0918,2016-07-04
IVV,16.2723,2016-07-04
IXI,53.4476,2016-07-04
MAQ,10.9727,2016-07-04
MOAT,33.2554,2016-07-04
NAB,15.0238,2016-07-04
NDQ,8.4583,2016-07-04
NWH,0.1654,2016-07-04
RMD,7.697,2016-07-04
SDF,1.5281,2016-07-04
SHL,15.7388,2016-07-04
STW,32.74,2016-07-04
TCL,8.0295,2016-07-04
TLS,3.7307,2016-07-04
VAE,37.1398,2016-07-04
VAP,55.3554,2016-07-04
VEU,42.6147,2016-07-04
WBC,17.48,2016-07-04
WDS,15.2754,2016-07-04
WES,17.4074,2016-07-04
WTC,4.6154,2016-07-04
AGL,12.2773,2016-07-05
ALX,3.0843,2016-07-05
AMAT,21.4302,2016-07-05
AMD,4.96,2016-07-05
AMZN,36.405,2016-07-05
ANZ,14.4387,2016-07-05
ASX,33.6512,2016-07-05
AUB,7.1111,2016-07-05
AVGO,11.7637,2016-07-05
AX1,1.0694,2016-07-05
AZJ,2.962,2016-07-05
AZN,22.9433,2016-07-05
CBA,47.7299,2016-07-05
CCJ,9.8228,2016-07-05
CHC,3.6831,2016-07-05
CME,68.5,2016-07-05
CSL,98.2188,2016-07-05
DXS,5.5725,2016-07-05
EQIX,321.6271,2016-07-05
FTNT,6.314,2016-07-05
GNE,1.118,2016-07-05
GOOG,34.4888,2016-07-05
GOOGL,34.9802,2016-07-05
IAA,48.8185,2016-07-05
IEU,39.2689,2016-07-05
IFRA,13.0586,2016-07-05
IOO,40.8095,2016-07-05
IVV,16.1806,2016-07-05
IXI,52.9535,2016-07-05
MA,83.2985,2016-07-05
MAQ,11.121,2016-07-05
META,113.2092,2016-07-05
MOAT,33.0814,2016-07-05
MSFT,45.3899,2016-07-05
NAB,14.7901,2016-07-05
NDQ,8.409,2016-07-05
NVDA,1.1622,2016-07-05
NWH,0.169,2016-07-05
RMD,7.6248,2016-07-05
SDF,1.5048,2016-07-05
SHL,15.7607,2016-07-05
STW,32.3761,2016-07-05
TCL,8.0163,2016-07-05
TLS,3.6906,2016-07-05
TSM,21.2212,2016-07-05
VAE,36.7589,2016-07-05
VAP,54.8936,2016-07-05
VEU,42.2222,2016-07-05
WBC,17.2146,2016-07-05
WDS,15.1101,2016-07-05
WES,17.1826,2016-07-05
WTC,4.7136,2016-07-05
AGL,12.5302,2016-07-06
ALX,3.0336,2016-07-06
AMAT,21.5741,2016-07-06
AMD,5.04,2016-07-06
AMZN,36.8805,2016-07-06
ANZ,14.1672,2016-07-06
ASX,34.2047,2016-07-06
AUB,7.0096,2016-07-06
AVGO,11.7536,2016-07-06
AX1,1.0575,2016-07-06
AZJ,2.9439,2016-07-06
AZN,22.8977,2016-07-06
CBA,47.3418,2016-07-06
CCJ,9.7858,2016-07-06
CHC,3.6901,2016-07-06
CME,68.668,2016-07-06
CSL,97.9805,2016-07-06
DXS,5.6209,2016-07-06
EQIX,322.7099,2016-07-06
FTNT,6.336,2016-07-06
GNE,1.1124,2016-07-06
GOOG,34.6288,2016-07-06
GOOGL,35.1827,2016-07-06
IAA,48.0784,2016-07-06
IEU,38.8109,2016-07-06
IFRA,13.022,2016-07-06
IOO,40.8052,2016-07-06
IVV,16.2464,2016-07-06
IXI,53.5631,2016-07-06
MA,82.1443,2016-07-06
MAQ,11.0283,2016-07-06
META,115.8905,2016-07-06
MOAT,32.9528,2016-07-06
MSFT,45.5762,2016-07-06
NAB,14.7062,2016-07-06
NDQ,8.4336,2016-07-06
NVDA,1.1696,2016-07-06
NWH,0.1618,2016-07-06
RMD,7.7331,2016-07-06
SDF,1.5087,2016-07-06
SHL,15.8119,2016-07-06
STW,32.1908,2016-07-06
TCL,7.9831,2016-07-06
TLS,3.7173,2016-07-06
TSM,21.1323,2016-07-06
VAE,36.3121,2016-07-06
VAP,54.9449,2016-07-06
VEU,41.8668,2016-07-06
WBC,17.0095,2016-07-06
WDS,15.0132,2016-07-06
WES,17.2345,2016-07-06
WTC,4.8118,2016-07-06
AGL,12.2712,2016-07-07
ALX,3.0505,2016-07-07
AMAT,21.8347,2016-07-07
AMD,5.02,2016-07-07
AMZN,36.8285,2016-07-07
ANZ,14.2289,2016-07-07
ASX,34.6489,2016-07-07
AUB,7.1474,2016-07-07
AVGO,11.7817,2016-07-07
AX1,1.0575,2016-07-07
AZJ,2.956,2016-07-07
AZN,22.9129,2016-07-07
CBA,47.6904,2016-07-07
CCJ,9.6562,2016-07-07
CHC,3.7043,2016-07-07
CME,68.689,2016-07-07
CSL,98.0158,2016-07-07
DXS,5.6512,2016-07-07
EQIX,318.7452,2016-07-07
FTNT,6.42,2016-07-07
GNE,1.118,2016-07-07
GOOG,34.5092,2016-07-07
GOOGL,35.0978,2016-07-07
IAA,48.3169,2016-07-07
IEU,38.3845,2016-07-07
IFRA,13.1463,2016-07-07
IOO,40.5357,2016-07-07
IVV,16.1974,2016-07-07
IXI,53.1686,2016-07-07
MA,83.0715,2016-07-07
MAQ,11.0283,2016-07-07
META,115.0464,2016-07-07
MOAT,32.8334,2016-07-07
MSFT,45.5762,2016-07-07
NAB,14.6703,2016-07-07
NDQ,8.4336,2016-07-07
NVDA,1.2,2016-07-07
NWH,0.1618,2016-07-07
RMD,7.7061,2016-07-07
SDF,1.5358,2016-07-07
SHL,15.8338,2016-07-07
STW,32.3959,2016-07-07
TCL,8.0163,2016-07-07
TLS,3.7374,2016-07-07
TSM,21.2616,2016-07-07
VAE,36.4203,2016-07-07
VAP,55.272,2016-07-07
VEU,41.5632,2016-07-07
WBC,17.094,2016-07-07
WDS,15.1386,2016-07-07
WES,17.3123,2016-07-07
WTC,4.7627,2016-07-07
AGL,12.2712,2016-07-08
ALX,3.0336,2016-07-08
AMAT,22.4101,2016-07-08
AMD,5.1,2016-07-08
AMZN,37.2905,2016-07-08
ANZ,14.2659,2016-07-08
ASX,34.3867,2016-07-08
AUB,6.9951,2016-07-08
AVGO,12.1055,2016-07-08
AX1,1.0754,2016-07-08
AZJ,2.956,2016-07-08
AZN,22.9129,2016-07-08
CBA,47.6312,2016-07-08
CCJ,9.7858,2016-07-08
CHC,3.7185,2016-07-08
